day
"0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18.0,0,0.0,0,228.0,0,0.0,0,258.0,0,0.0,0,24.0,0,0.0,0,0.0,0,0.0"
"1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,12.0,1,0.0,1,1.5,1,0.0,1,0.0,1,0.0,1,0.0,1,1.5"
"2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,396.0,2,0.0,2,132.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0"
"3,0.0,3,384.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,144.0,3,0.0,3,0.0,3,0.0,3,0.0,3,9.0"
"4,0.0,4,84.0,4,0.0,4,18.0,4,0.0,4,171.0,4,42.0,4,0.0,4,0.0,4,0.0,4,213.0,4,0.0,4,0.0,4,0.0,4,0.0,4,3.0"
"5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,84.0,5,0.0,5,0.0,5,0.0,5,12.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0"
"6,0.0,6,15.0,6,0.0,6,0.0,6,18.0,6,6.0,6,21.0,6,0.0,6,0.0,6,0.0,6,468.0,6,0.0,6,0.0,6,0.0,6,0.0,6,252.0"
"7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0,7,432.0,7,0.0,7,0.0,7,0.0,7,96.0,7,0.0,7,0.0,7,0.0,7,0.0,7,0.0"
"8,0.0,8,0.0,8,0.0,8,7.5,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,8,1.5,8,0.0,8,0.0,8,0.0,8,0.0,8,1.5"
"9,0.0,9,297.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,231.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0"
"10,0.0,10,78.0,10,0.0,10,0.0,10,0.0,10,0.0,10,198.0,10,0.0,10,0.0,10,0.0,10,240.0,10,0.0,10,0.0,10,0.0,10,12.0,10,6.0"
"11,0.0,11,18.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,510.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0"
"12,0.0,12,30.0,12,0.0,12,297.0,12,0.0,12,0.0,12,18.0,12,0.0,12,0.0,12,0.0,12,183.0,12,0.0,12,0.0,12,0.0,12,0.0,12,12.0"
"13,459.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0"
"14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,126.0,14,0.0,14,0.0,14,186.0,14,84.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0"
"15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,252.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0"
"16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,150.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0"
"17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,210.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,16.5,17,0.0"
"18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,144.0,18,144.0,18,0.0"
"19,0.0,19,0.0,19,0.0,19,0.0,19,102.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,312.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0"
"20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,57.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0"
"21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,384.0,21,0.0,21,0.0,21,0.0,21,0.0,21,144.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0"
"22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,186.0,22,0.0,22,0.0,22,0.0,22,342.0,22,0.0"
"23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,45.0,23,0.0,23,6.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0"
"24,0.0,24,0.0,24,0.0,24,0.0,24,174.0,24,0.0,24,5.999999999999999,24,0.0,24,0.0,24,95.99999999999999,24,240.0,24,0.0,24,11.999999999999998,24,0.0,24,0.0,24,60.0"
"25,0.0,25,0.0,25,0.0,25,270.0,25,0.0,25,18.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0"
"26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,414.0,26,0.0,26,114.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0"
"27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,6.0,27,0.0,27,522.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0"
"28,0.0,28,0.0,28,0.0,28,0.0,28,432.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,96.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0"
"29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,165.0,29,0.0,29,0.0,29,0.0,29,162.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0"
"30,0.0,30,33.0,30,0.0,30,0.0,30,0.0,30,0.0,30,9.0,30,27.0,30,0.0,30,103.5,30,346.5,30,0.0,30,9.0,30,0.0,30,0.0,30,27.0"
"31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,336.0,31,0.0,31,0.0,31,0.0,31,192.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0"
"32,0.0,32,390.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,42.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0"
"33,0.0,33,0.0,33,0.0,33,0.0,33,384.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,144.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0"
"34,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,474.0,34,0.0,34,0.0,34,0.0,34,6.0,34,0.0,34,0.0,34,0.0,34,0.0,34,0.0"
"35,0.0,35,0.0,35,0.0,35,0.0,35,6.0,35,0.0,35,0.0,35,0.0,35,84.0,35,0.0,35,384.0,35,0.0,35,54.0,35,0.0,35,0.0,35,117.00000000000001"
"36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,30.000000000000004,36,0.0,36,0.0,36,288.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0,36,0.0"
"37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,12.0,37,0.0"
"38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,21.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0,38,0.0"
"39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0,39,126.0,39,0.0,39,0.0,39,0.0,39,0.0,39,0.0"
"40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40,12.0,40,0.0"
"41,0.0,41,0.0,41,0.0,41,0.0,41,0.0,41,0.0,41,0.0,41,0.0,41,0.0,41,321.0,41,177.0,41,0.0,41,30.0,41,0.0,41,0.0,41,0.0"
"42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,107.99999999999999,42,420.0,42,0.0,42,0.0,42,0.0,42,0.0,42,37.50000000000001"
"43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,498.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0,43,0.0"
"44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,0.0,44,6.0,44,0.0,44,0.0,44,0.0,44,522.0,44,0.0,44,0.0,44,0.0,44,0.0,44,474.0"
"45,0.0,45,466.5,45,0.0,45,0.0,45,0.0,45,0.0,45,0.0,45,0.0,45,0.0,45,0.0,45,61.5,45,0.0,45,0.0,45,0.0,45,0.0,45,0.0"
"46,0.0,46,192.0,46,0.0,46,0.0,46,0.0,46,240.0,46,0.0,46,0.0,46,0.0,46,0.0,46,96.0,46,0.0,46,0.0,46,0.0,46,0.0,46,0.0"
"47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,0.0,47,6.0,47,0.0,47,426.0,47,0.0,47,0.0,47,0.0"
"48,0.0,48,0.0,48,0.0,48,0.0,48,27.0,48,0.0,48,15.0,48,0.0,48,0.0,48,6.0,48,192.0,48,0.0,48,0.0,48,0.0,48,0.0,48,0.0"
"49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,448.5,49,0.0,49,102.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0"
"50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,0.0,50,399.0,50,0.0,50,0.0,50,118.5,50,10.5,50,254.99999999999997"
"51,0.0,51,21.0,51,0.0,51,0.0,51,0.0,51,0.0,51,6.0,51,0.0,51,0.0,51,0.0,51,522.0,51,0.0,51,0.0,51,0.0,51,0.0,51,522.0"
"52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52,120.0,52,0.0"
"53,102.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0,53,0.0"
"54,0.0,54,432.0,54,0.0,54,0.0,54,0.0,54,0.0,54,0.0,54,0.0,54,0.0,54,0.0,54,96.0,54,0.0,54,0.0,54,0.0,54,0.0,54,0.0"
"55,0.0,55,0.0,55,0.0,55,0.0,55,0.0,55,0.0,55,22.5,55,441.0,55,0.0,55,0.0,55,64.5,55,0.0,55,0.0,55,0.0,55,0.0,55,0.0"
"56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,0.0,56,216.0,56,0.0,56,0.0,56,0.0,56,312.0,56,0.0,56,0.0,56,0.0,56,0.0,56,120.0"
"57,0.0,57,0.0,57,0.0,57,0.0,57,0.0,57,0.0,57,390.0,57,0.0,57,0.0,57,0.0,57,138.0,57,0.0,57,0.0,57,0.0,57,0.0,57,0.0"
"58,384.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0,58,144.0,58,0.0,58,0.0,58,0.0,58,0.0,58,0.0"
"59,0.0,59,0.0,59,0.0,59,0.0,59,0.0,59,0.0,59,0.0,59,0.0,59,30.0,59,132.0,59,366.0,59,0.0,59,0.0,59,0.0,59,0.0,59,0.0"
"60,0.0,60,6.0,60,0.0,60,0.0,60,6.0,60,0.0,60,0.0,60,0.0,60,144.0,60,0.0,60,324.0,60,0.0,60,48.0,60,0.0,60,0.0,60,0.0"
"61,0.0,61,0.0,61,0.0,61,0.0,61,0.0,61,0.0,61,0.0,61,0.0,61,0.0,61,42.0,61,6.0,61,0.0,61,0.0,61,0.0,61,0.0,61,0.0"
"62,0.0,62,408.0,62,0.0,62,0.0,62,0.0,62,0.0,62,0.0,62,0.0,62,0.0,62,0.0,62,120.0,62,0.0,62,0.0,62,0.0,62,0.0,62,0.0"
"63,0.0,63,0.0,63,0.0,63,0.0,63,0.0,63,0.0,63,0.0,63,0.0,63,408.0,63,0.0,63,120.0,63,0.0,63,0.0,63,0.0,63,0.0,63,0.0"
"64,0.0,64,0.0,64,0.0,64,0.0,64,0.0,64,0.0,64,0.0,64,0.0,64,0.0,64,3.0,64,0.0,64,0.0,64,0.0,64,0.0,64,315.0,64,0.0"
"65,0.0,65,0.0,65,0.0,65,0.0,65,0.0,65,0.0,65,0.0,65,0.0,65,390.0,65,0.0,65,138.0,65,0.0,65,0.0,65,0.0,65,0.0,65,0.0"
"66,0.0,66,0.0,66,0.0,66,0.0,66,0.0,66,0.0,66,3.0,66,144.0,66,0.0,66,0.0,66,399.0,66,0.0,66,0.0,66,0.0,66,0.0,66,279.0"
"67,0.0,67,0.0,67,0.0,67,0.0,67,0.0,67,0.0,67,390.0,67,0.0,67,0.0,67,0.0,67,138.0,67,0.0,67,0.0,67,0.0,67,0.0,67,0.0"
"68,0.0,68,0.0,68,0.0,68,0.0,68,0.0,68,0.0,68,0.0,68,0.0,68,432.0,68,0.0,68,96.0,68,0.0,68,0.0,68,0.0,68,0.0,68,0.0"
"69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,0.0,69,390.0,69,0.0"
